sourceUrl,file,status,note
"https://static.wixstatic.com/media/41554d_ad0c5c984ada47029c3078ba71986e05.jpg/41554d_ad0c5c984ada47029c3078ba71986e05.jpg","","failed","403 Forbidden"
"https://static.wixstatic.com/media/41554d_af0324d92c7f403f9df8ef2e7b825e32~mv2.jpg/41554d_af0324d92c7f403f9df8ef2e7b825e32~mv2.jpg","","failed","403 Forbidden"
"https://static.wixstatic.com/media/41554d_b450080666264bd2a13c894f828cec6d~mv2.png","backup/media/41554d_b450080666264bd2a13c894f828cec6d_mv2.png","saved","image/png; 653121 bytes"
"https://static.wixstatic.com/media/41554d_b450080666264bd2a13c894f828cec6d~mv2.png/41554d_b450080666264bd2a13c894f828cec6d~mv2.png","","failed","403 Forbidden"
"https://static.wixstatic.com/media/41554d_b450080666264bd2a13c894f828cec6d~mv2.png/v1/fill/w_649,h_648,al_c,lg_1,q_90/41554d_b450080666264bd2a13c894f828cec6d~mv2.png","backup/media/41554d_b450080666264bd2a13c894f828cec6d_mv2.png","saved","image/png; 1173249 bytes"
"https://static.wixstatic.com/media/41554d_b509f80b11bb4519ac9f2507b1499e60~mv2.jpg/41554d_b509f80b11bb4519ac9f2507b1499e60~mv2.jpg","","failed","403 Forbidden"
"https://static.wixstatic.com/media/41554d_b9180d38a09748feb98ab657207f0642~mv2.jpg/41554d_b9180d38a09748feb98ab657207f0642~mv2.jpg","","failed","403 Forbidden"
"https://static.wixstatic.com/media/41554d_b9503faa4e1c4ffcbcd0c70e10e60503~mv2.jpg/41554d_b9503faa4e1c4ffcbcd0c70e10e60503~mv2.jpg","","failed","403 Forbidden"
"https://static.wixstatic.com/media/41554d_bb4eb95101304bdaaa827c499ae228c8~mv2.jpg/41554d_bb4eb95101304bdaaa827c499ae228c8~mv2.jpg","","failed","403 Forbidden"
"https://static.wixstatic.com/media/41554d_bed77dc0d50c46eca85c1b28000fffeb~mv2.jpg/41554d_bed77dc0d50c46eca85c1b28000fffeb~mv2.jpg","","failed","403 Forbidden"
"https://static.wixstatic.com/media/41554d_c0fd044478fd4a72b45517613bf02c9d~mv2.jpeg/41554d_c0fd044478fd4a72b45517613bf02c9d~mv2.jpeg","","failed","403 Forbidden"
"https://static.wixstatic.com/media/41554d_c18b0bd8bf0c411bba4913f7535ab623~mv2.jpg","backup/media/41554d_c18b0bd8bf0c411bba4913f7535ab623_mv2.jpg","saved","image/jpeg; 1045265 bytes"
"https://static.wixstatic.com/media/41554d_c18b0bd8bf0c411bba4913f7535ab623~mv2.jpg/41554d_c18b0bd8bf0c411bba4913f7535ab623~mv2.jpg","","failed","403 Forbidden"
